"","TIME","GEO","PRODUCT","INDIC_NRG","Value"
"1698","2002","European Union (28 countries)","Electrical energy","Gross inland consumption",55883
"1699","2002","European Union (28 countries)","Waste (non-renewable)","Imports",23
"1700","2002","European Union (28 countries)","Waste (non-renewable)","Exports",0
"1701","2002","European Union (28 countries)","Waste (non-renewable)","Gross inland consumption",296742
"1702","2002","Euro area (19 countries)","All products","Imports",44667511
"1703","2002","Euro area (19 countries)","All products","Exports",10366521
"1704","2002","Euro area (19 countries)","All products","Gross inland consumption",52088619
"1705","2002","Euro area (19 countries)","Solid fuels","Imports",4366762
"1706","2002","Euro area (19 countries)","Solid fuels","Exports",369343
"1707","2002","Euro area (19 countries)","Solid fuels","Gross inland consumption",7633160
"1708","2002","Euro area (19 countries)","Total petroleum products","Imports",29750988
"1709","2002","Euro area (19 countries)","Total petroleum products","Exports",7388698
"1710","2002","Euro area (19 countries)","Total petroleum products","Gross inland consumption",21578639
"1711","2002","Euro area (19 countries)","Gas","Imports",9718152
"1712","2002","Euro area (19 countries)","Gas","Exports",1875565
"1713","2002","Euro area (19 countries)","Gas","Gross inland consumption",11279423
"1714","2002","Euro area (19 countries)","Nuclear heat","Imports",NA
"1715","2002","Euro area (19 countries)","Nuclear heat","Exports",NA
"1716","2002","Euro area (19 countries)","Nuclear heat","Gross inland consumption",8382973
"1717","2002","Euro area (19 countries)","Derived heat","Imports",0
"1718","2002","Euro area (19 countries)","Derived heat","Exports",152
"1719","2002","Euro area (19 countries)","Derived heat","Gross inland consumption",-152
"1720","2002","Euro area (19 countries)","Renewable energies","Imports",48006
"1721","2002","Euro area (19 countries)","Renewable energies","Exports",36077
"1722","2002","Euro area (19 countries)","Renewable energies","Gross inland consumption",2907517
"1723","2002","Euro area (19 countries)","Electrical energy","Imports",783580
"1724","2002","Euro area (19 countries)","Electrical energy","Exports",696686
"1725","2002","Euro area (19 countries)","Electrical energy","Gross inland consumption",86893
"1726","2002","Euro area (19 countries)","Waste (non-renewable)","Imports",23
"1727","2002","Euro area (19 countries)","Waste (non-renewable)","Exports",0
"1728","2002","Euro area (19 countries)","Waste (non-renewable)","Gross inland consumption",220166
"1729","2002","Belgium","All products","Imports",3107447
"1730","2002","Belgium","All products","Exports",1050375
"1731","2002","Belgium","All products","Gross inland consumption",2366435
"1732","2002","Belgium","Solid fuels","Imports",288771
"1733","2002","Belgium","Solid fuels","Exports",57233
"1734","2002","Belgium","Solid fuels","Gross inland consumption",268146
"1735","2002","Belgium","Total petroleum products","Imports",2181402
"1736","2002","Belgium","Total petroleum products","Exports",960490
"1737","2002","Belgium","Total petroleum products","Gross inland consumption",949136
"1738","2002","Belgium","Gas","Imports",571621
"1739","2002","Belgium","Gas","Exports",0
"1740","2002","Belgium","Gas","Gross inland consumption",560108
"1741","2002","Belgium","Nuclear heat","Imports",NA
"1742","2002","Belgium","Nuclear heat","Exports",NA
"1743","2002","Belgium","Nuclear heat","Gross inland consumption",511488
"1744","2002","Belgium","Derived heat","Imports",0
"1745","2002","Belgium","Derived heat","Exports",0
"1746","2002","Belgium","Derived heat","Gross inland consumption",0
"1747","2002","Belgium","Renewable energies","Imports",5684
"1748","2002","Belgium","Renewable energies","Exports",0
"1749","2002","Belgium","Renewable energies","Gross inland consumption",29793
"1750","2002","Belgium","Electrical energy","Imports",59969
"1751","2002","Belgium","Electrical energy","Exports",32652
"1752","2002","Belgium","Electrical energy","Gross inland consumption",27317
"1753","2002","Belgium","Waste (non-renewable)","Imports",0
"1754","2002","Belgium","Waste (non-renewable)","Exports",0
"1755","2002","Belgium","Waste (non-renewable)","Gross inland consumption",20447
"1756","2002","Bulgaria","All products","Imports",459276
"1757","2002","Bulgaria","All products","Exports",99684
"1758","2002","Bulgaria","All products","Gross inland consumption",782706
"1759","2002","Bulgaria","Solid fuels","Imports",105610
"1760","2002","Bulgaria","Solid fuels","Exports",982
"1761","2002","Bulgaria","Solid fuels","Gross inland consumption",278444
"1762","2002","Bulgaria","Total petroleum products","Imports",241722
"1763","2002","Bulgaria","Total petroleum products","Exports",68430
"1764","2002","Bulgaria","Total petroleum products","Gross inland consumption",172280
"1765","2002","Bulgaria","Gas","Imports",104600
"1766","2002","Bulgaria","Gas","Exports",0
"1767","2002","Bulgaria","Gas","Gross inland consumption",100581
"1768","2002","Bulgaria","Nuclear heat","Imports",NA
"1769","2002","Bulgaria","Nuclear heat","Exports",NA
"1770","2002","Bulgaria","Nuclear heat","Gross inland consumption",219082
"1771","2002","Bulgaria","Derived heat","Imports",0
"1772","2002","Bulgaria","Derived heat","Exports",0
"1773","2002","Bulgaria","Derived heat","Gross inland consumption",0
"1774","2002","Bulgaria","Renewable energies","Imports",0
"1775","2002","Bulgaria","Renewable energies","Exports",266
"1776","2002","Bulgaria","Renewable energies","Gross inland consumption",34667
"1777","2002","Bulgaria","Electrical energy","Imports",7344
"1778","2002","Bulgaria","Electrical energy","Exports",30006
"1779","2002","Bulgaria","Electrical energy","Gross inland consumption",-22662
"1780","2002","Bulgaria","Waste (non-renewable)","Imports",0
"1781","2002","Bulgaria","Waste (non-renewable)","Exports",0
"1782","2002","Bulgaria","Waste (non-renewable)","Gross inland consumption",315
"1783","2002","Czech Republic","All products","Imports",813191
"1784","2002","Czech Republic","All products","Exports",343297
"1785","2002","Czech Republic","All products","Gross inland consumption",1796292
"1786","2002","Czech Republic","Solid fuels","Imports",58665
"1787","2002","Czech Republic","Solid fuels","Exports",208718
"1788","2002","Czech Republic","Solid fuels","Gross inland consumption",870506
"1789","2002","Czech Republic","Total petroleum products","Imports",388799
"1790","2002","Czech Republic","Total petroleum products","Exports",58043
"1791","2002","Czech Republic","Total petroleum products","Gross inland consumption",353325
"1792","2002","Czech Republic","Gas","Imports",331519
"1793","2002","Czech Republic","Gas","Exports",34
"1794","2002","Czech Republic","Gas","Gross inland consumption",324981
"1795","2002","Czech Republic","Nuclear heat","Imports",NA
"1796","2002","Czech Republic","Nuclear heat","Exports",NA
"1797","2002","Czech Republic","Nuclear heat","Gross inland consumption",202370
"1798","2002","Czech Republic","Derived heat","Imports",0
"1799","2002","Czech Republic","Derived heat","Exports",143
"1800","2002","Czech Republic","Derived heat","Gross inland consumption",-143
"1801","2002","Czech Republic","Renewable energies","Imports",1
"1802","2002","Czech Republic","Renewable energies","Exports",1158
"1803","2002","Czech Republic","Renewable energies","Gross inland consumption",81865
"1804","2002","Czech Republic","Electrical energy","Imports",34207
"1805","2002","Czech Republic","Electrical energy","Exports",75200
"1806","2002","Czech Republic","Electrical energy","Gross inland consumption",-40993
"1807","2002","Czech Republic","Waste (non-renewable)","Imports",0
"1808","2002","Czech Republic","Waste (non-renewable)","Exports",0
"1809","2002","Czech Republic","Waste (non-renewable)","Gross inland consumption",4381
"1810","2002","Denmark","All products","Imports",552336
"1811","2002","Denmark","All products","Exports",916852
"1812","2002","Denmark","All products","Gross inland consumption",834450
"1813","2002","Denmark","Solid fuels","Imports",159150
"1814","2002","Denmark","Solid fuels","Exports",4235
"1815","2002","Denmark","Solid fuels","Gross inland consumption",175298
"1816","2002","Denmark","Total petroleum products","Imports",354954
"1817","2002","Denmark","Total petroleum products","Exports",746524
"1818","2002","Denmark","Total petroleum products","Gross inland consumption",369203
"1819","2002","Denmark","Gas","Imports",0
"1820","2002","Denmark","Gas","Exports",124953
"1821","2002","Denmark","Gas","Gross inland consumption",194361
"1822","2002","Denmark","Nuclear heat","Imports",NA
"1823","2002","Denmark","Nuclear heat","Exports",NA
"1824","2002","Denmark","Nuclear heat","Gross inland consumption",0
"1825","2002","Denmark","Derived heat","Imports",152
"1826","2002","Denmark","Derived heat","Exports",0
"1827","2002","Denmark","Derived heat","Gross inland consumption",152
"1828","2002","Denmark","Renewable energies","Imports",5900
"1829","2002","Denmark","Renewable energies","Exports",1504
"1830","2002","Denmark","Renewable energies","Gross inland consumption",87649
"1831","2002","Denmark","Electrical energy","Imports",32180
"1832","2002","Denmark","Electrical energy","Exports",39636
"1833","2002","Denmark","Electrical energy","Gross inland consumption",-7456
"1834","2002","Denmark","Waste (non-renewable)","Imports",0
"1835","2002","Denmark","Waste (non-renewable)","Exports",0
"1836","2002","Denmark","Waste (non-renewable)","Gross inland consumption",15243
"1837","2002","Germany","All products","Imports",9978782
"1838","2002","Germany","All products","Exports",1249103
"1839","2002","Germany","All products","Gross inland consumption",14424582
"1840","2002","Germany","Solid fuels","Imports",1050407
"1841","2002","Germany","Solid fuels","Exports",25721
"1842","2002","Germany","Solid fuels","Gross inland consumption",3519121
"1843","2002","Germany","Total petroleum products","Imports",5996905
"1844","2002","Germany","Total petroleum products","Exports",842802
"1845","2002","Germany","Total petroleum products","Gross inland consumption",5386458
"1846","2002","Germany","Gas","Imports",2757338
"1847","2002","Germany","Gas","Exports",242288
"1848","2002","Germany","Gas","Gross inland consumption",3164717
"1849","2002","Germany","Nuclear heat","Imports",NA
"1850","2002","Germany","Nuclear heat","Exports",NA
"1851","2002","Germany","Nuclear heat","Gross inland consumption",1780294
"1852","2002","Germany","Derived heat","Imports",0
"1853","2002","Germany","Derived heat","Exports",152
"1854","2002","Germany","Derived heat","Gross inland consumption",-152
"1855","2002","Germany","Renewable energies","Imports",0
"1856","2002","Germany","Renewable energies","Exports",0
"1857","2002","Germany","Renewable energies","Gross inland consumption",451451
"1858","2002","Germany","Electrical energy","Imports",174132
"1859","2002","Germany","Electrical energy","Exports",138139
"1860","2002","Germany","Electrical energy","Gross inland consumption",35993
"1861","2002","Germany","Waste (non-renewable)","Imports",0
"1862","2002","Germany","Waste (non-renewable)","Exports",0
"1863","2002","Germany","Waste (non-renewable)","Gross inland consumption",86701
"1864","2002","Estonia","All products","Imports",79220
"1865","2002","Estonia","All products","Exports",15738
"1866","2002","Estonia","All products","Gross inland consumption",209437
"1867","2002","Estonia","Solid fuels","Imports",7409
"1868","2002","Estonia","Solid fuels","Exports",4258
"1869","2002","Estonia","Solid fuels","Gross inland consumption",118763
"1870","2002","Estonia","Total petroleum products","Imports",45386
"1871","2002","Estonia","Total petroleum products","Exports",6800
"1872","2002","Estonia","Total petroleum products","Gross inland consumption",45266
"1873","2002","Estonia","Gas","Imports",24943
"1874","2002","Estonia","Gas","Exports",0
"1875","2002","Estonia","Gas","Gross inland consumption",24943
"1876","2002","Estonia","Nuclear heat","Imports",NA
"1877","2002","Estonia","Nuclear heat","Exports",NA
"1878","2002","Estonia","Nuclear heat","Gross inland consumption",0
"1879","2002","Estonia","Derived heat","Imports",0
"1880","2002","Estonia","Derived heat","Exports",0
"1881","2002","Estonia","Derived heat","Gross inland consumption",0
"1882","2002","Estonia","Renewable energies","Imports",0
"1883","2002","Estonia","Renewable energies","Exports",713
"1884","2002","Estonia","Renewable energies","Gross inland consumption",22950
"1885","2002","Estonia","Electrical energy","Imports",1483
"1886","2002","Estonia","Electrical energy","Exports",3967
"1887","2002","Estonia","Electrical energy","Gross inland consumption",-2484
"1888","2002","Estonia","Waste (non-renewable)","Imports",0
"1889","2002","Estonia","Waste (non-renewable)","Exports",0
"1890","2002","Estonia","Waste (non-renewable)","Gross inland consumption",0
"1891","2002","Ireland","All products","Imports",636286
"1892","2002","Ireland","All products","Exports",65874
"1893","2002","Ireland","All products","Gross inland consumption",635092
"1894","2002","Ireland","Solid fuels","Imports",75733
"1895","2002","Ireland","Solid fuels","Exports",799
"1896","2002","Ireland","Solid fuels","Gross inland consumption",111931
"1897","2002","Ireland","Total petroleum products","Imports",432868
"1898","2002","Ireland","Total petroleum products","Exports",64852
"1899","2002","Ireland","Total petroleum products","Gross inland consumption",356409
"1900","2002","Ireland","Gas","Imports",125651
"1901","2002","Ireland","Gas","Exports",0
"1902","2002","Ireland","Gas","Gross inland consumption",154018
"1903","2002","Ireland","Nuclear heat","Imports",NA
"1904","2002","Ireland","Nuclear heat","Exports",NA
"1905","2002","Ireland","Nuclear heat","Gross inland consumption",0
"1906","2002","Ireland","Derived heat","Imports",0
"1907","2002","Ireland","Derived heat","Exports",0
"1908","2002","Ireland","Derived heat","Gross inland consumption",0
"1909","2002","Ireland","Renewable energies","Imports",0
"1910","2002","Ireland","Renewable energies","Exports",0
"1911","2002","Ireland","Renewable energies","Gross inland consumption",10924
"1912","2002","Ireland","Electrical energy","Imports",2034
"1913","2002","Ireland","Electrical energy","Exports",223
"1914","2002","Ireland","Electrical energy","Gross inland consumption",1811
"1915","2002","Ireland","Waste (non-renewable)","Imports",0
"1916","2002","Ireland","Waste (non-renewable)","Exports",0
"1917","2002","Ireland","Waste (non-renewable)","Gross inland consumption",0
"1918","2002","Greece","All products","Imports",1163524
"1919","2002","Greece","All products","Exports",184557
"1920","2002","Greece","All products","Gross inland consumption",1238359
"1921","2002","Greece","Solid fuels","Imports",27043
"1922","2002","Greece","Solid fuels","Exports",1038
"1923","2002","Greece","Solid fuels","Gross inland consumption",375761
"1924","2002","Greece","Total petroleum products","Imports",1046454
"1925","2002","Greece","Total petroleum products","Exports",177378
"1926","2002","Greece","Total petroleum products","Gross inland consumption",716891
"1927","2002","Greece","Gas","Imports",73460
"1928","2002","Greece","Gas","Exports",0
"1929","2002","Greece","Gas","Gross inland consumption",75408
"1930","2002","Greece","Nuclear heat","Imports",NA
"1931","2002","Greece","Nuclear heat","Exports",NA
"1932","2002","Greece","Nuclear heat","Gross inland consumption",0
"1933","2002","Greece","Derived heat","Imports",0
"1934","2002","Greece","Derived heat","Exports",0
"1935","2002","Greece","Derived heat","Gross inland consumption",0
"1936","2002","Greece","Renewable energies","Imports",0
"1937","2002","Greece","Renewable energies","Exports",0
"1938","2002","Greece","Renewable energies","Gross inland consumption",58319
"1939","2002","Greece","Electrical energy","Imports",16567
"1940","2002","Greece","Electrical energy","Exports",6142
"1941","2002","Greece","Electrical energy","Gross inland consumption",10426
"1942","2002","Greece","Waste (non-renewable)","Imports",0
"1943","2002","Greece","Waste (non-renewable)","Exports",0
"1944","2002","Greece","Waste (non-renewable)","Gross inland consumption",1555
"1945","2002","Spain","All products","Imports",4815105
"1946","2002","Spain","All products","Exports",299927
"1947","2002","Spain","All products","Gross inland consumption",5465718
"1948","2002","Spain","Solid fuels","Imports",619930
"1949","2002","Spain","Solid fuels","Exports",17933
"1950","2002","Spain","Solid fuels","Gross inland consumption",906667
"1951","2002","Spain","Total petroleum products","Imports",3357624
"1952","2002","Spain","Total petroleum products","Exports",256164
"1953","2002","Spain","Total petroleum products","Gross inland consumption",2780130
"1954","2002","Spain","Gas","Imports",792536
"1955","2002","Spain","Gas","Exports",0
"1956","2002","Spain","Gas","Gross inland consumption",786442
"1957","2002","Spain","Nuclear heat","Imports",NA
"1958","2002","Spain","Nuclear heat","Exports",NA
"1959","2002","Spain","Nuclear heat","Gross inland consumption",680573
"1960","2002","Spain","Derived heat","Imports",0
"1961","2002","Spain","Derived heat","Exports",0
"1962","2002","Spain","Derived heat","Gross inland consumption",0
"1963","2002","Spain","Renewable energies","Imports",0
"1964","2002","Spain","Renewable energies","Exports",0
"1965","2002","Spain","Renewable energies","Gross inland consumption",288641
"1966","2002","Spain","Electrical energy","Imports",45014
"1967","2002","Spain","Electrical energy","Exports",25830
"1968","2002","Spain","Electrical energy","Gross inland consumption",19184
"1969","2002","Spain","Waste (non-renewable)","Imports",0
"1970","2002","Spain","Waste (non-renewable)","Exports",0
"1971","2002","Spain","Waste (non-renewable)","Gross inland consumption",4080
"1972","2002","France","All products","Imports",6904463
"1973","2002","France","All products","Exports",1150137
"1974","2002","France","All products","Gross inland consumption",11172613
"1975","2002","France","Solid fuels","Imports",541551
"1976","2002","France","Solid fuels","Exports",13548
"1977","2002","France","Solid fuels","Gross inland consumption",568421
"1978","2002","France","Total petroleum products","Imports",4779739
"1979","2002","France","Total petroleum products","Exports",813704
"1980","2002","France","Total petroleum products","Gross inland consumption",3924263
"1981","2002","France","Gas","Imports",1569835
"1982","2002","France","Gas","Exports",31561
"1983","2002","France","Gas","Gross inland consumption",1569394
"1984","2002","France","Nuclear heat","Imports",NA
"1985","2002","France","Nuclear heat","Exports",NA
"1986","2002","France","Nuclear heat","Gross inland consumption",4717008
"1987","2002","France","Derived heat","Imports",0
"1988","2002","France","Derived heat","Exports",0
"1989","2002","France","Derived heat","Gross inland consumption",0
"1990","2002","France","Renewable energies","Imports",0
"1991","2002","France","Renewable energies","Exports",663
"1992","2002","France","Renewable energies","Gross inland consumption",628081
"1993","2002","France","Electrical energy","Imports",13338
"1994","2002","France","Electrical energy","Exports",290660
"1995","2002","France","Electrical energy","Gross inland consumption",-277322
"1996","2002","France","Waste (non-renewable)","Imports",0
"1997","2002","France","Waste (non-renewable)","Exports",0
"1998","2002","France","Waste (non-renewable)","Gross inland consumption",42767
"1999","2002","Croatia","All products","Imports",289807
"2000","2002","Croatia","All products","Exports",85287
"2001","2002","Croatia","All products","Gross inland consumption",375796
"2002","2002","Croatia","Solid fuels","Imports",24711
"2003","2002","Croatia","Solid fuels","Exports",0
"2004","2002","Croatia","Solid fuels","Gross inland consumption",24424
"2005","2002","Croatia","Total petroleum products","Imports",213873
"2006","2002","Croatia","Total petroleum products","Exports",69688
"2007","2002","Croatia","Total petroleum products","Gross inland consumption",176047
"2008","2002","Croatia","Gas","Imports",37086
"2009","2002","Croatia","Gas","Exports",12388
"2010","2002","Croatia","Gas","Gross inland consumption",99241
"2011","2002","Croatia","Nuclear heat","Imports",NA
"2012","2002","Croatia","Nuclear heat","Exports",NA
"2013","2002","Croatia","Nuclear heat","Gross inland consumption",0
"2014","2002","Croatia","Derived heat","Imports",0
"2015","2002","Croatia","Derived heat","Exports",0
"2016","2002","Croatia","Derived heat","Gross inland consumption",0
"2017","2002","Croatia","Renewable energies","Imports",0
"2018","2002","Croatia","Renewable energies","Exports",0
"2019","2002","Croatia","Renewable energies","Gross inland consumption",64989
"2020","2002","Croatia","Electrical energy","Imports",14137
"2021","2002","Croatia","Electrical energy","Exports",3211
"2022","2002","Croatia","Electrical energy","Gross inland consumption",10926
"2023","2002","Croatia","Waste (non-renewable)","Imports",0
"2024","2002","Croatia","Waste (non-renewable)","Exports",0
"2025","2002","Croatia","Waste (non-renewable)","Gross inland consumption",169
"2026","2002","Italy","All products","Imports",7318044
"2027","2002","Italy","All products","Exports",921538
"2028","2002","Italy","All products","Gross inland consumption",7391727
"2029","2002","Italy","Solid fuels","Imports",552537
"2030","2002","Italy","Solid fuels","Exports",3648
"2031","2002","Italy","Solid fuels","Gross inland consumption",574535
"2032","2002","Italy","Total petroleum products","Imports",4517100
"2033","2002","Italy","Total petroleum products","Exports",912719
"2034","2002","Italy","Total petroleum products","Gross inland consumption",3750724
"2035","2002","Italy","Gas","Imports",2033122
"2036","2002","Italy","Gas","Exports",1783
"2037","2002","Italy","Gas","Gross inland consumption",2416040
"2038","2002","Italy","Nuclear heat","Imports",NA
"2039","2002","Italy","Nuclear heat","Exports",NA
"2040","2002","Italy","Nuclear heat","Gross inland consumption",0
"2041","2002","Italy","Derived heat","Imports",0
"2042","2002","Italy","Derived heat","Exports",0
"2043","2002","Italy","Derived heat","Gross inland consumption",0
"2044","2002","Italy","Renewable energies","Imports",29817
"2045","2002","Italy","Renewable energies","Exports",69
"2046","2002","Italy","Renewable energies","Gross inland consumption",455912
"2047","2002","Italy","Electrical energy","Imports",185468
"2048","2002","Italy","Electrical energy","Exports",3319
"2049","2002","Italy","Electrical energy","Gross inland consumption",182149
"2050","2002","Italy","Waste (non-renewable)","Imports",0
"2051","2002","Italy","Waste (non-renewable)","Exports",0
"2052","2002","Italy","Waste (non-renewable)","Gross inland consumption",12367
"2053","2002","Cyprus","All products","Imports",109008
"2054","2002","Cyprus","All products","Exports",0
"2055","2002","Cyprus","All products","Gross inland consumption",103261
"2056","2002","Cyprus","Solid fuels","Imports",1742
"2057","2002","Cyprus","Solid fuels","Exports",NA
"2058","2002","Cyprus","Solid fuels","Gross inland consumption",1911
"2059","2002","Cyprus","Total petroleum products","Imports",107146
"2060","2002","Cyprus","Total petroleum products","Exports",0
"2061","2002","Cyprus","Total petroleum products","Gross inland consumption",99357
"2062","2002","Cyprus","Gas","Imports",NA
"2063","2002","Cyprus","Gas","Exports",NA
"2064","2002","Cyprus","Gas","Gross inland consumption",NA
"2065","2002","Cyprus","Nuclear heat","Imports",NA
"2066","2002","Cyprus","Nuclear heat","Exports",NA
"2067","2002","Cyprus","Nuclear heat","Gross inland consumption",0
"2068","2002","Cyprus","Derived heat","Imports",0
"2069","2002","Cyprus","Derived heat","Exports",0
"2070","2002","Cyprus","Derived heat","Gross inland consumption",0
"2071","2002","Cyprus","Renewable energies","Imports",120
"2072","2002","Cyprus","Renewable energies","Exports",NA
"2073","2002","Cyprus","Renewable energies","Gross inland consumption",1993
"2074","2002","Cyprus","Electrical energy","Imports",0
"2075","2002","Cyprus","Electrical energy","Exports",0
"2076","2002","Cyprus","Electrical energy","Gross inland consumption",0
"2077","2002","Cyprus","Waste (non-renewable)","Imports",NA
"2078","2002","Cyprus","Waste (non-renewable)","Exports",NA
"2079","2002","Cyprus","Waste (non-renewable)","Gross inland consumption",NA
"2080","2002","Latvia","All products","Imports",121299
"2081","2002","Latvia","All products","Exports",15099
"2082","2002","Latvia","All products","Gross inland consumption",172296
"2083","2002","Latvia","Solid fuels","Imports",3188
"2084","2002","Latvia","Solid fuels","Exports",0
"2085","2002","Latvia","Solid fuels","Gross inland consumption",4193
"2086","2002","Latvia","Total petroleum products","Imports",59960
"2087","2002","Latvia","Total petroleum products","Exports",42
"2088","2002","Latvia","Total petroleum products","Gross inland consumption",52632
"2089","2002","Latvia","Gas","Imports",47889
"2090","2002","Latvia","Gas","Exports",0
"2091","2002","Latvia","Gas","Gross inland consumption",54072
"2092","2002","Latvia","Nuclear heat","Imports",NA
"2093","2002","Latvia","Nuclear heat","Exports",NA
"2094","2002","Latvia","Nuclear heat","Gross inland consumption",0
"2095","2002","Latvia","Derived heat","Imports",0
"2096","2002","Latvia","Derived heat","Exports",0
"2097","2002","Latvia","Derived heat","Gross inland consumption",0
"2098","2002","Latvia","Renewable energies","Imports",45
"2099","2002","Latvia","Renewable energies","Exports",13293
"2100","2002","Latvia","Renewable energies","Gross inland consumption",52946
"2101","2002","Latvia","Electrical energy","Imports",10217
"2102","2002","Latvia","Electrical energy","Exports",1764
"2103","2002","Latvia","Electrical energy","Gross inland consumption",8453
"2104","2002","Latvia","Waste (non-renewable)","Imports",0
"2105","2002","Latvia","Waste (non-renewable)","Exports",0
"2106","2002","Latvia","Waste (non-renewable)","Gross inland consumption",0
"2107","2002","Lithuania","All products","Imports",391110
"2108","2002","Lithuania","All products","Exports",237790
"2109","2002","Lithuania","All products","Gross inland consumption",363740
"2110","2002","Lithuania","Solid fuels","Imports",5482
"2111","2002","Lithuania","Solid fuels","Exports",0
"2112","2002","Lithuania","Solid fuels","Gross inland consumption",5649
"2113","2002","Lithuania","Total petroleum products","Imports",278523
"2114","2002","Lithuania","Total petroleum products","Exports",197319
"2115","2002","Lithuania","Total petroleum products","Gross inland consumption",103308
"2116","2002","Lithuania","Gas","Imports",90790
"2117","2002","Lithuania","Gas","Exports",0
"2118","2002","Lithuania","Gas","Gross inland consumption",90858
"2119","2002","Lithuania","Nuclear heat","Imports",NA
"2120","2002","Lithuania","Nuclear heat","Exports",NA
"2121","2002","Lithuania","Nuclear heat","Gross inland consumption",155039
"2122","2002","Lithuania","Derived heat","Imports",0
"2123","2002","Lithuania","Derived heat","Exports",0
"2124","2002","Lithuania","Derived heat","Gross inland consumption",0
"2125","2002","Lithuania","Renewable energies","Imports",0
"2126","2002","Lithuania","Renewable energies","Exports",806
"2127","2002","Lithuania","Renewable energies","Gross inland consumption",32236
"2128","2002","Lithuania","Electrical energy","Imports",16315
"2129","2002","Lithuania","Electrical energy","Exports",39665
"2130","2002","Lithuania","Electrical energy","Gross inland consumption",-23350
"2131","2002","Lithuania","Waste (non-renewable)","Imports",0
"2132","2002","Lithuania","Waste (non-renewable)","Exports",0
"2133","2002","Lithuania","Waste (non-renewable)","Gross inland consumption",0
"2134","2002","Luxembourg","All products","Imports",177514
"2135","2002","Luxembourg","All products","Exports",11567
"2136","2002","Luxembourg","All products","Gross inland consumption",168313
"2137","2002","Luxembourg","Solid fuels","Imports",3034
"2138","2002","Luxembourg","Solid fuels","Exports",0
"2139","2002","Luxembourg","Solid fuels","Gross inland consumption",3034
"2140","2002","Luxembourg","Total petroleum products","Imports",106718
"2141","2002","Luxembourg","Total petroleum products","Exports",983
"2142","2002","Luxembourg","Total petroleum products","Gross inland consumption",105056
"2143","2002","Luxembourg","Gas","Imports",44666
"2144","2002","Luxembourg","Gas","Exports",0
"2145","2002","Luxembourg","Gas","Gross inland consumption",44666
"2146","2002","Luxembourg","Nuclear heat","Imports",NA
"2147","2002","Luxembourg","Nuclear heat","Exports",NA
"2148","2002","Luxembourg","Nuclear heat","Gross inland consumption",0
"2149","2002","Luxembourg","Derived heat","Imports",0
"2150","2002","Luxembourg","Derived heat","Exports",0
"2151","2002","Luxembourg","Derived heat","Gross inland consumption",0
"2152","2002","Luxembourg","Renewable energies","Imports",5
"2153","2002","Luxembourg","Renewable energies","Exports",0
"2154","2002","Luxembourg","Renewable energies","Gross inland consumption",1592
"2155","2002","Luxembourg","Electrical energy","Imports",23090
"2156","2002","Luxembourg","Electrical energy","Exports",10584
"2157","2002","Luxembourg","Electrical energy","Gross inland consumption",12506
"2158","2002","Luxembourg","Waste (non-renewable)","Imports",0
"2159","2002","Luxembourg","Waste (non-renewable)","Exports",0
"2160","2002","Luxembourg","Waste (non-renewable)","Gross inland consumption",1458
"2161","2002","Hungary","All products","Imports",755941
"2162","2002","Hungary","All products","Exports",139615
"2163","2002","Hungary","All products","Gross inland consumption",1084277
"2164","2002","Hungary","Solid fuels","Imports",39078
"2165","2002","Hungary","Solid fuels","Exports",1793
"2166","2002","Hungary","Solid fuels","Gross inland consumption",151612
"2167","2002","Hungary","Total petroleum products","Imports",307028
"2168","2002","Hungary","Total petroleum products","Exports",107766
"2169","2002","Hungary","Total petroleum products","Gross inland consumption",275706
"2170","2002","Hungary","Gas","Imports",364457
"2171","2002","Hungary","Gas","Exports",0
"2172","2002","Hungary","Gas","Gross inland consumption",452616
"2173","2002","Hungary","Nuclear heat","Imports",NA
"2174","2002","Hungary","Nuclear heat","Exports",NA
"2175","2002","Hungary","Nuclear heat","Gross inland consumption",151295
"2176","2002","Hungary","Derived heat","Imports",0
"2177","2002","Hungary","Derived heat","Exports",0
"2178","2002","Hungary","Derived heat","Gross inland consumption",0
"2179","2002","Hungary","Renewable energies","Imports",0
"2180","2002","Hungary","Renewable energies","Exports",0
"2181","2002","Hungary","Renewable energies","Gross inland consumption",36728
"2182","2002","Hungary","Electrical energy","Imports",45378
"2183","2002","Hungary","Electrical energy","Exports",30056
"2184","2002","Hungary","Electrical energy","Gross inland consumption",15322
"2185","2002","Hungary","Waste (non-renewable)","Imports",0
"2186","2002","Hungary","Waste (non-renewable)","Exports",0
"2187","2002","Hungary","Waste (non-renewable)","Gross inland consumption",997
"2188","2002","Malta","All products","Imports",65263
"2189","2002","Malta","All products","Exports",0
"2190","2002","Malta","All products","Gross inland consumption",34544
"2191","2002","Malta","Solid fuels","Imports",NA
"2192","2002","Malta","Solid fuels","Exports",NA
"2193","2002","Malta","Solid fuels","Gross inland consumption",NA
"2194","2002","Malta","Total petroleum products","Imports",65263
"2195","2002","Malta","Total petroleum products","Exports",0
"2196","2002","Malta","Total petroleum products","Gross inland consumption",34534
"2197","2002","Malta","Gas","Imports",NA
"2198","2002","Malta","Gas","Exports",NA
"2199","2002","Malta","Gas","Gross inland consumption",NA
"2200","2002","Malta","Nuclear heat","Imports",NA
"2201","2002","Malta","Nuclear heat","Exports",NA
"2202","2002","Malta","Nuclear heat","Gross inland consumption",0
