"","TIME","GEO","PRODUCT","Proizvodnja/zaloga"
"1109","2003","Slovakia","Derived heat",0
"1110","2003","Slovakia","Electrical energy",-39161
"1111","2003","Slovakia","Gas",6869
"1112","2003","Slovakia","Nuclear heat",NA
"1113","2003","Slovakia","Renewable energies",27049
"1114","2003","Slovakia","Solid fuels",36150
"1115","2003","Slovakia","Total petroleum products",-133631
"1116","2003","Slovakia","Waste (non-renewable)",1207
"1117","2003","Slovenia","All products",109841
"1118","2003","Slovenia","Derived heat",0
"1119","2003","Slovenia","Electrical energy",-20920
"1120","2003","Slovenia","Gas",179
"1121","2003","Slovenia","Nuclear heat",NA
"1122","2003","Slovenia","Renewable energies",29885
"1123","2003","Slovenia","Solid fuels",49526
"1124","2003","Slovenia","Total petroleum products",-5333
"1125","2003","Slovenia","Waste (non-renewable)",267
"1126","2003","Spain","All products",756178
"1127","2003","Spain","Derived heat",0
"1128","2003","Spain","Electrical energy",-29725
"1129","2003","Spain","Gas",9165
"1130","2003","Spain","Nuclear heat",NA
"1131","2003","Spain","Renewable energies",385004
"1132","2003","Spain","Solid fuels",287115
"1133","2003","Spain","Total petroleum products",-568392
"1134","2003","Spain","Waste (non-renewable)",4760
"1135","2003","Sweden","All products",699197
"1136","2003","Sweden","Derived heat",0
"1137","2003","Sweden","Electrical energy",-41245
"1138","2003","Sweden","Gas",2165
"1139","2003","Sweden","Nuclear heat",NA
"1140","2003","Sweden","Renewable energies",519710
"1141","2003","Sweden","Solid fuels",1554
"1142","2003","Sweden","Total petroleum products",-528214
"1143","2003","Sweden","Waste (non-renewable)",17145
"1144","2003","United Kingdom","All products",5552094
"1145","2003","United Kingdom","Derived heat",0
"1146","2003","United Kingdom","Electrical energy",-10652
"1147","2003","United Kingdom","Gas",3316091
"1148","2003","United Kingdom","Nuclear heat",NA
"1149","2003","United Kingdom","Renewable energies",108760
"1150","2003","United Kingdom","Solid fuels",795684
"1151","2003","United Kingdom","Total petroleum products",351793
"1152","2003","United Kingdom","Waste (non-renewable)",32609
"1153","2004","Austria","All products",217855
"1154","2004","Austria","Derived heat",0
"1155","2004","Austria","Electrical energy",-48772
"1156","2004","Austria","Gas",15841
"1157","2004","Austria","Nuclear heat",NA
"1158","2004","Austria","Renewable energies",258859
"1159","2004","Austria","Solid fuels",646
"1160","2004","Austria","Total petroleum products",-29070
"1161","2004","Austria","Waste (non-renewable)",20351
"1162","2004","Belgium","All products",-879923
"1163","2004","Belgium","Derived heat",0
"1164","2004","Belgium","Electrical energy",-24444
"1165","2004","Belgium","Gas",455
"1166","2004","Belgium","Nuclear heat",NA
"1167","2004","Belgium","Renewable energies",31817
"1168","2004","Belgium","Solid fuels",-39714
"1169","2004","Belgium","Total petroleum products",-1382596
"1170","2004","Belgium","Waste (non-renewable)",23590
"1171","2004","Bulgaria","All products",285509
"1172","2004","Bulgaria","Derived heat",0
"1173","2004","Bulgaria","Electrical energy",-23832
"1174","2004","Bulgaria","Gas",4347
"1175","2004","Bulgaria","Nuclear heat",NA
"1176","2004","Bulgaria","Renewable energies",41030
"1177","2004","Bulgaria","Solid fuels",178302
"1178","2004","Bulgaria","Total petroleum products",-97821
"1179","2004","Bulgaria","Waste (non-renewable)",1293
"1180","2004","Croatia","All products",85704
"1181","2004","Croatia","Derived heat",0
"1182","2004","Croatia","Electrical energy",-8287
"1183","2004","Croatia","Gas",66885
"1184","2004","Croatia","Nuclear heat",NA
"1185","2004","Croatia","Renewable energies",77332
"1186","2004","Croatia","Solid fuels",-2697
"1187","2004","Croatia","Total petroleum products",-47708
"1188","2004","Croatia","Waste (non-renewable)",180
"1189","2004","Cyprus","All products",2608
"1190","2004","Cyprus","Derived heat",0
"1191","2004","Cyprus","Electrical energy",0
"1192","2004","Cyprus","Gas",NA
"1193","2004","Cyprus","Nuclear heat",NA
"1194","2004","Cyprus","Renewable energies",2028
"1195","2004","Cyprus","Solid fuels",516
"1196","2004","Cyprus","Total petroleum products",-6
"1197","2004","Cyprus","Waste (non-renewable)",NA
"1198","2004","Czech Republic","All products",1097168
"1199","2004","Czech Republic","Derived heat",-138
"1200","2004","Czech Republic","Electrical energy",-91775
"1201","2004","Czech Republic","Gas",26049
"1202","2004","Czech Republic","Nuclear heat",NA
"1203","2004","Czech Republic","Renewable energies",83699
"1204","2004","Czech Republic","Solid fuels",802115
"1205","2004","Czech Republic","Total petroleum products",-14490
"1206","2004","Czech Republic","Waste (non-renewable)",6329
"1207","2004","Denmark","All products",245789
"1208","2004","Denmark","Derived heat",0
"1209","2004","Denmark","Electrical energy",-41562
"1210","2004","Denmark","Gas",194617
"1211","2004","Denmark","Nuclear heat",NA
"1212","2004","Denmark","Renewable energies",100025
"1213","2004","Denmark","Solid fuels",-6461
"1214","2004","Denmark","Total petroleum products",-17603
"1215","2004","Denmark","Waste (non-renewable)",16773
"1216","2004","Estonia","All products",144321
"1217","2004","Estonia","Derived heat",0
"1218","2004","Estonia","Electrical energy",-7707
"1219","2004","Estonia","Gas",0
"1220","2004","Estonia","Nuclear heat",NA
"1221","2004","Estonia","Renewable energies",25072
"1222","2004","Estonia","Solid fuels",128132
"1223","2004","Estonia","Total petroleum products",-1175
"1224","2004","Estonia","Waste (non-renewable)",0
"1225","2004","Euro area (19 countries)","All products",6162659
"1226","2004","Euro area (19 countries)","Derived heat",-216
"1227","2004","Euro area (19 countries)","Electrical energy",-733976
"1228","2004","Euro area (19 countries)","Gas",1483213
"1229","2004","Euro area (19 countries)","Nuclear heat",NA
"1230","2004","Euro area (19 countries)","Renewable energies",3289642
"1231","2004","Euro area (19 countries)","Solid fuels",3042393
"1232","2004","Euro area (19 countries)","Total petroleum products",-9679882
"1233","2004","Euro area (19 countries)","Waste (non-renewable)",221466
"1234","2004","European Union (28 countries)","All products",17173806
"1235","2004","European Union (28 countries)","Derived heat",-354
"1236","2004","European Union (28 countries)","Electrical energy",-1048726
"1237","2004","European Union (28 countries)","Gas",5689199
"1238","2004","European Union (28 countries)","Nuclear heat",NA
"1239","2004","European Union (28 countries)","Renewable energies",4676675
"1240","2004","European Union (28 countries)","Solid fuels",7161953
"1241","2004","European Union (28 countries)","Total petroleum products",-10502816
"1242","2004","European Union (28 countries)","Waste (non-renewable)",300217
"1243","2004","Finland","All products",438088
"1244","2004","Finland","Derived heat",0
"1245","2004","Finland","Electrical energy",-24469
"1246","2004","Finland","Gas",0
"1247","2004","Finland","Nuclear heat",NA
"1248","2004","Finland","Renewable energies",362771
"1249","2004","Finland","Solid fuels",83597
"1250","2004","Finland","Total petroleum products",-234042
"1251","2004","Finland","Waste (non-renewable)",4898
"1252","2004","France","All products",4273030
"1253","2004","France","Derived heat",0
"1254","2004","France","Electrical energy",-246518
"1255","2004","France","Gas",9237
"1256","2004","France","Nuclear heat",NA
"1257","2004","France","Renewable energies",657653
"1258","2004","France","Solid fuels",6159
"1259","2004","France","Total petroleum products",-1042738
"1260","2004","France","Waste (non-renewable)",48234
"1261","2004","Germany","All products",3793919
"1262","2004","Germany","Derived heat",-216
"1263","2004","Germany","Electrical energy",-182909
"1264","2004","Germany","Gas",16933
"1265","2004","Germany","Nuclear heat",NA
"1266","2004","Germany","Renewable energies",608591
"1267","2004","Germany","Solid fuels",2397187
"1268","2004","Germany","Total petroleum products",-902996
"1269","2004","Germany","Waste (non-renewable)",53027
"1270","2004","Greece","All products",4477
"1271","2004","Greece","Derived heat",0
"1272","2004","Greece","Electrical energy",-7322
"1273","2004","Greece","Gas",2302
"1274","2004","Greece","Nuclear heat",NA
"1275","2004","Greece","Renewable energies",65769
"1276","2004","Greece","Solid fuels",359644
"1277","2004","Greece","Total petroleum products",-417360
"1278","2004","Greece","Waste (non-renewable)",1445
"1279","2004","Hungary","All products",299530
"1280","2004","Hungary","Derived heat",0
"1281","2004","Hungary","Electrical energy",-11001
"1282","2004","Hungary","Gas",101912
"1283","2004","Hungary","Nuclear heat",NA
"1284","2004","Hungary","Renewable energies",39759
"1285","2004","Hungary","Solid fuels",91043
"1286","2004","Hungary","Total petroleum products",-52637
"1287","2004","Hungary","Waste (non-renewable)",1141
"1288","2004","Iceland","All products",93393
"1289","2004","Iceland","Derived heat",0
"1290","2004","Iceland","Electrical energy",0
"1291","2004","Iceland","Gas",NA
"1292","2004","Iceland","Nuclear heat",NA
"1293","2004","Iceland","Renewable energies",97668
"1294","2004","Iceland","Solid fuels",0
"1295","2004","Iceland","Total petroleum products",-4310
"1296","2004","Iceland","Waste (non-renewable)",35
"1297","2004","Ireland","All products",-553
"1298","2004","Ireland","Derived heat",0
"1299","2004","Ireland","Electrical energy",0
"1300","2004","Ireland","Gas",28690
"1301","2004","Ireland","Nuclear heat",NA
"1302","2004","Ireland","Renewable energies",11801
"1303","2004","Ireland","Solid fuels",20971
"1304","2004","Ireland","Total petroleum products",-62014
"1305","2004","Ireland","Waste (non-renewable)",0
"1306","2004","Italy","All products",33019
"1307","2004","Italy","Derived heat",0
"1308","2004","Italy","Electrical energy",-2848
"1309","2004","Italy","Gas",435517
"1310","2004","Italy","Nuclear heat",NA
"1311","2004","Italy","Renewable energies",510497
"1312","2004","Italy","Solid fuels",-14783
"1313","2004","Italy","Total petroleum products",-922834
"1314","2004","Italy","Waste (non-renewable)",27469
"1315","2004","Latvia","All products",19457
"1316","2004","Latvia","Derived heat",0
"1317","2004","Latvia","Electrical energy",-2290
"1318","2004","Latvia","Gas",-17007
"1319","2004","Latvia","Nuclear heat",NA
"1320","2004","Latvia","Renewable energies",60753
"1321","2004","Latvia","Solid fuels",198
"1322","2004","Latvia","Total petroleum products",-22511
"1323","2004","Latvia","Waste (non-renewable)",314
"1324","2004","Lithuania","All products",-126908
"1325","2004","Lithuania","Derived heat",0
"1326","2004","Lithuania","Electrical energy",-41357
"1327","2004","Lithuania","Gas",203
"1328","2004","Lithuania","Nuclear heat",NA
"1329","2004","Lithuania","Renewable energies",35057
"1330","2004","Lithuania","Solid fuels",500
"1331","2004","Lithuania","Total petroleum products",-286391
"1332","2004","Lithuania","Waste (non-renewable)",0
"1333","2004","Luxembourg","All products",-7935
"1334","2004","Luxembourg","Derived heat",0
"1335","2004","Luxembourg","Electrical energy",-11276
"1336","2004","Luxembourg","Gas",0
"1337","2004","Luxembourg","Nuclear heat",NA
"1338","2004","Luxembourg","Renewable energies",2036
"1339","2004","Luxembourg","Solid fuels",0
"1340","2004","Luxembourg","Total petroleum products",-186
"1341","2004","Luxembourg","Waste (non-renewable)",1489
"1342","2004","Malta","All products",-40584
"1343","2004","Malta","Derived heat",0
"1344","2004","Malta","Electrical energy",0
"1345","2004","Malta","Gas",NA
"1346","2004","Malta","Nuclear heat",NA
"1347","2004","Malta","Renewable energies",17
"1348","2004","Malta","Solid fuels",NA
"1349","2004","Malta","Total petroleum products",-40602
"1350","2004","Malta","Waste (non-renewable)",0
"1351","2004","Netherlands","All products",-2604162
"1352","2004","Netherlands","Derived heat",0
"1353","2004","Netherlands","Electrical energy",-18677
"1354","2004","Netherlands","Gas",973565
"1355","2004","Netherlands","Nuclear heat",NA
"1356","2004","Netherlands","Renewable energies",63802
"1357","2004","Netherlands","Solid fuels",-242325
"1358","2004","Netherlands","Total petroleum products",-3451198
"1359","2004","Netherlands","Waste (non-renewable)",29393
"1360","2004","Norway","All products",845704
"1361","2004","Norway","Derived heat",0
"1362","2004","Norway","Electrical energy",-13874
"1363","2004","Norway","Gas",169271
"1364","2004","Norway","Nuclear heat",NA
"1365","2004","Norway","Renewable energies",441351
"1366","2004","Norway","Solid fuels",4273
"1367","2004","Norway","Total petroleum products",240562
"1368","2004","Norway","Waste (non-renewable)",4121
"1369","2004","Poland","All products",2415383
"1370","2004","Poland","Derived heat",0
"1371","2004","Poland","Electrical energy",-52578
"1372","2004","Poland","Gas",156018
"1373","2004","Poland","Nuclear heat",NA
"1374","2004","Poland","Renewable energies",180899
"1375","2004","Poland","Solid fuels",2196562
"1376","2004","Poland","Total petroleum products",-70769
"1377","2004","Poland","Waste (non-renewable)",5250
"1378","2004","Portugal","All products",64128
"1379","2004","Portugal","Derived heat",0
"1380","2004","Portugal","Electrical energy",-7671
"1381","2004","Portugal","Gas",-52
"1382","2004","Portugal","Nuclear heat",NA
"1383","2004","Portugal","Renewable energies",159076
"1384","2004","Portugal","Solid fuels",6768
"1385","2004","Portugal","Total petroleum products",-98021
"1386","2004","Portugal","Waste (non-renewable)",4029
"1387","2004","Romania","All products",954581
"1388","2004","Romania","Derived heat",0
"1389","2004","Romania","Electrical energy",-13557
"1390","2004","Romania","Gas",411386
"1391","2004","Romania","Nuclear heat",NA
"1392","2004","Romania","Renewable energies",191228
"1393","2004","Romania","Solid fuels",258225
"1394","2004","Romania","Total petroleum products",43600
"1395","2004","Romania","Waste (non-renewable)",3781
"1396","2004","Slovakia","All products",42271
"1397","2004","Slovakia","Derived heat",0
"1398","2004","Slovakia","Electrical energy",-38135
"1399","2004","Slovakia","Gas",-7542
"1400","2004","Slovakia","Nuclear heat",NA
"1401","2004","Slovakia","Renewable energies",30548
"1402","2004","Slovakia","Solid fuels",30404
"1403","2004","Slovakia","Total petroleum products",-160760
"1404","2004","Slovakia","Waste (non-renewable)",1604
"1405","2004","Slovenia","All products",107224
"1406","2004","Slovenia","Derived heat",0
"1407","2004","Slovenia","Electrical energy",-29481
"1408","2004","Slovenia","Gas",181
"1409","2004","Slovenia","Nuclear heat",NA
"1410","2004","Slovenia","Renewable energies",34405
"1411","2004","Slovenia","Solid fuels",49313
"1412","2004","Slovenia","Total petroleum products",-6586
"1413","2004","Slovenia","Waste (non-renewable)",434
"1414","2004","Spain","All products",682328
"1415","2004","Spain","Derived heat",0
"1416","2004","Spain","Electrical energy",-40101
"1417","2004","Spain","Gas",24889
"1418","2004","Spain","Nuclear heat",NA
"1419","2004","Spain","Renewable energies",369090
"1420","2004","Spain","Solid fuels",255182
"1421","2004","Spain","Total petroleum products",-618797
"1422","2004","Spain","Waste (non-renewable)",5118
"1423","2004","Sweden","All products",824857
"1424","2004","Sweden","Derived heat",0
"1425","2004","Sweden","Electrical energy",-63900
"1426","2004","Sweden","Gas",1827
"1427","2004","Sweden","Nuclear heat",NA
"1428","2004","Sweden","Renewable energies",552305
"1429","2004","Sweden","Solid fuels",12330
"1430","2004","Sweden","Total petroleum products",-531463
"1431","2004","Sweden","Waste (non-renewable)",16908
"1432","2004","United Kingdom","All products",4802629
"1433","2004","United Kingdom","Derived heat",0
"1434","2004","United Kingdom","Electrical energy",-8258
"1435","2004","United Kingdom","Gas",3242949
"1436","2004","United Kingdom","Nuclear heat",NA
"1437","2004","United Kingdom","Renewable energies",120755
"1438","2004","United Kingdom","Solid fuels",590141
"1439","2004","United Kingdom","Total petroleum products",-34042
"1440","2004","United Kingdom","Waste (non-renewable)",27096
"1441","2005","Austria","All products",195228
"1442","2005","Austria","Derived heat",0
"1443","2005","Austria","Electrical energy",-63835
"1444","2005","Austria","Gas",2346
"1445","2005","Austria","Nuclear heat",NA
"1446","2005","Austria","Renewable energies",281216
"1447","2005","Austria","Solid fuels",478
"1448","2005","Austria","Total petroleum products",-41390
"1449","2005","Austria","Waste (non-renewable)",16413
"1450","2005","Belgium","All products",-899598
"1451","2005","Belgium","Derived heat",0
"1452","2005","Belgium","Electrical energy",-28887
"1453","2005","Belgium","Gas",-3187
"1454","2005","Belgium","Nuclear heat",NA
"1455","2005","Belgium","Renewable energies",36628
"1456","2005","Belgium","Solid fuels",-35041
"1457","2005","Belgium","Total petroleum products",-1404161
"1458","2005","Belgium","Waste (non-renewable)",21024
"1459","2005","Bulgaria","All products",297765
"1460","2005","Bulgaria","Derived heat",0
"1461","2005","Bulgaria","Electrical energy",-30168
"1462","2005","Bulgaria","Gas",14495
"1463","2005","Bulgaria","Nuclear heat",NA
"1464","2005","Bulgaria","Renewable energies",45980
"1465","2005","Bulgaria","Solid fuels",181186
"1466","2005","Bulgaria","Total petroleum products",-118226
"1467","2005","Bulgaria","Waste (non-renewable)",2442
"1468","2005","Croatia","All products",82982
"1469","2005","Croatia","Derived heat",0
"1470","2005","Croatia","Electrical energy",-15614
"1471","2005","Croatia","Gas",60434
"1472","2005","Croatia","Nuclear heat",NA
"1473","2005","Croatia","Renewable energies",77684
"1474","2005","Croatia","Solid fuels",2485
"1475","2005","Croatia","Total petroleum products",-42183
"1476","2005","Croatia","Waste (non-renewable)",176
"1477","2005","Cyprus","All products",-12737
"1478","2005","Cyprus","Derived heat",0
"1479","2005","Cyprus","Electrical energy",0
"1480","2005","Cyprus","Gas",NA
"1481","2005","Cyprus","Nuclear heat",NA
"1482","2005","Cyprus","Renewable energies",1997
"1483","2005","Cyprus","Solid fuels",-315
"1484","2005","Cyprus","Total petroleum products",-14557
"1485","2005","Cyprus","Waste (non-renewable)",NA
"1486","2005","Czech Republic","All products",1024310
"1487","2005","Czech Republic","Derived heat",-129
"1488","2005","Czech Republic","Electrical energy",-89946
"1489","2005","Czech Republic","Gas",4175
"1490","2005","Czech Republic","Nuclear heat",NA
"1491","2005","Czech Republic","Renewable energies",85746
"1492","2005","Czech Republic","Solid fuels",791192
"1493","2005","Czech Republic","Total petroleum products",-42084
"1494","2005","Czech Republic","Waste (non-renewable)",7199
"1495","2005","Denmark","All products",242780
"1496","2005","Denmark","Derived heat",0
"1497","2005","Denmark","Electrical energy",-41667
"1498","2005","Denmark","Gas",184752
"1499","2005","Denmark","Nuclear heat",NA
"1500","2005","Denmark","Renewable energies",102616
"1501","2005","Denmark","Solid fuels",6389
"1502","2005","Denmark","Total petroleum products",-26316
"1503","2005","Denmark","Waste (non-renewable)",17006
"1504","2005","Estonia","All products",149030
"1505","2005","Estonia","Derived heat",0
"1506","2005","Estonia","Electrical energy",-7031
"1507","2005","Estonia","Gas",0
"1508","2005","Estonia","Nuclear heat",NA
"1509","2005","Estonia","Renewable energies",24643
"1510","2005","Estonia","Solid fuels",130650
"1511","2005","Estonia","Total petroleum products",768
"1512","2005","Estonia","Waste (non-renewable)",0
"1513","2005","Euro area (19 countries)","All products",4832042
"1514","2005","Euro area (19 countries)","Derived heat",-252
"1515","2005","Euro area (19 countries)","Electrical energy",-772351
"1516","2005","Euro area (19 countries)","Gas",1145957
"1517","2005","Euro area (19 countries)","Nuclear heat",NA
"1518","2005","Euro area (19 countries)","Renewable energies",3416386
"1519","2005","Euro area (19 countries)","Solid fuels",2978713
"1520","2005","Euro area (19 countries)","Total petroleum products",-10615582
"1521","2005","Euro area (19 countries)","Waste (non-renewable)",240920
"1522","2005","European Union (28 countries)","All products",15361552
"1523","2005","European Union (28 countries)","Derived heat",-381
"1524","2005","European Union (28 countries)","Electrical energy",-1150009
"1525","2005","European Union (28 countries)","Gas",5085360
"1526","2005","European Union (28 countries)","Nuclear heat",NA
"1527","2005","European Union (28 countries)","Renewable energies",4939567
"1528","2005","European Union (28 countries)","Solid fuels",6894341
"1529","2005","European Union (28 countries)","Total petroleum products",-11517125
"1530","2005","European Union (28 countries)","Waste (non-renewable)",328121
"1531","2005","Finland","All products",429250
"1532","2005","Finland","Derived heat",0
"1533","2005","Finland","Electrical energy",-3359
"1534","2005","Finland","Gas",0
"1535","2005","Finland","Nuclear heat",NA
"1536","2005","Finland","Renewable energies",338531
"1537","2005","Finland","Solid fuels",64835
"1538","2005","Finland","Total petroleum products",-226538
"1539","2005","Finland","Waste (non-renewable)",4454
"1540","2005","France","All products",4068629
"1541","2005","France","Derived heat",0
"1542","2005","France","Electrical energy",-246204
"1543","2005","France","Gas",-25042
"1544","2005","France","Nuclear heat",NA
"1545","2005","France","Renewable energies",655750
"1546","2005","France","Solid fuels",7028
"1547","2005","France","Total petroleum products",-1243707
"1548","2005","France","Waste (non-renewable)",44293
"1549","2005","Germany","All products",3503914
"1550","2005","Germany","Derived heat",-252
"1551","2005","Germany","Electrical energy",-221138
"1552","2005","Germany","Gas",-46810
"1553","2005","Germany","Nuclear heat",NA
"1554","2005","Germany","Renewable energies",702785
"1555","2005","Germany","Solid fuels",2318901
"1556","2005","Germany","Total petroleum products",-1087807
"1557","2005","Germany","Waste (non-renewable)",77240
"1558","2005","Greece","All products",73716
"1559","2005","Greece","Derived heat",0
"1560","2005","Greece","Electrical energy",-6610
"1561","2005","Greece","Gas",892
"1562","2005","Greece","Nuclear heat",NA
"1563","2005","Greece","Renewable energies",68804
"1564","2005","Greece","Solid fuels",357818
"1565","2005","Greece","Total petroleum products",-348230
"1566","2005","Greece","Waste (non-renewable)",1040
"1567","2005","Hungary","All products",260420
"1568","2005","Hungary","Derived heat",0
"1569","2005","Hungary","Electrical energy",-33876
"1570","2005","Hungary","Gas",95729
"1571","2005","Hungary","Nuclear heat",NA
"1572","2005","Hungary","Renewable energies",49786
"1573","2005","Hungary","Solid fuels",66204
"1574","2005","Hungary","Total petroleum products",-70113
"1575","2005","Hungary","Waste (non-renewable)",2614
"1576","2005","Iceland","All products",96286
"1577","2005","Iceland","Derived heat",0
"1578","2005","Iceland","Electrical energy",0
"1579","2005","Iceland","Gas",NA
"1580","2005","Iceland","Nuclear heat",NA
"1581","2005","Iceland","Renewable energies",99796
"1582","2005","Iceland","Solid fuels",0
"1583","2005","Iceland","Total petroleum products",-3546
"1584","2005","Iceland","Waste (non-renewable)",35
"1585","2005","Ireland","All products",1441
"1586","2005","Ireland","Derived heat",0
"1587","2005","Ireland","Electrical energy",-4
"1588","2005","Ireland","Gas",19258
"1589","2005","Ireland","Nuclear heat",NA
"1590","2005","Ireland","Renewable energies",15324
"1591","2005","Ireland","Solid fuels",31725
"1592","2005","Ireland","Total petroleum products",-64861
"1593","2005","Ireland","Waste (non-renewable)",0
"1594","2005","Italy","All products",-23556
"1595","2005","Italy","Derived heat",0
"1596","2005","Italy","Electrical energy",-3992
"1597","2005","Italy","Gas",439083
"1598","2005","Italy","Nuclear heat",NA
"1599","2005","Italy","Renewable energies",558037
"1600","2005","Italy","Solid fuels",-2588
"1601","2005","Italy","Total petroleum products",-1042263
"1602","2005","Italy","Waste (non-renewable)",28167
"1603","2005","Latvia","All products",22822
"1604","2005","Latvia","Derived heat",0
"1605","2005","Latvia","Electrical energy",-2545
"1606","2005","Latvia","Gas",-3187
"1607","2005","Latvia","Nuclear heat",NA
"1608","2005","Latvia","Renewable energies",61570
"1609","2005","Latvia","Solid fuels",156
"1610","2005","Latvia","Total petroleum products",-33355
"1611","2005","Latvia","Waste (non-renewable)",183
"1612","2005","Lithuania","All products",-170291
"1613","2005","Lithuania","Derived heat",0
"1614","2005","Lithuania","Electrical energy",-30986
"1615","2005","Lithuania","Gas",-676
"1616","2005","Lithuania","Nuclear heat",NA
"1617","2005","Lithuania","Renewable energies",36143
"1618","2005","Lithuania","Solid fuels",407
"1619","2005","Lithuania","Total petroleum products",-288751
"1620","2005","Lithuania","Waste (non-renewable)",0
"1621","2005","Luxembourg","All products",-6752
"1622","2005","Luxembourg","Derived heat",0
"1623","2005","Luxembourg","Electrical energy",-11271
"1624","2005","Luxembourg","Gas",0
"1625","2005","Luxembourg","Nuclear heat",NA
"1626","2005","Luxembourg","Renewable energies",2935
"1627","2005","Luxembourg","Solid fuels",0
"1628","2005","Luxembourg","Total petroleum products",116
"1629","2005","Luxembourg","Waste (non-renewable)",1469
"1630","2005","Malta","All products",-27533
"1631","2005","Malta","Derived heat",0
"1632","2005","Malta","Electrical energy",0
"1633","2005","Malta","Gas",NA
"1634","2005","Malta","Nuclear heat",NA
"1635","2005","Malta","Renewable energies",22
"1636","2005","Malta","Solid fuels",NA
"1637","2005","Malta","Total petroleum products",-27555
"1638","2005","Malta","Waste (non-renewable)",0
"1639","2005","Netherlands","All products",-3074601
"1640","2005","Netherlands","Derived heat",0
"1641","2005","Netherlands","Electrical energy",-19433
"1642","2005","Netherlands","Gas",791097
"1643","2005","Netherlands","Nuclear heat",NA
"1644","2005","Netherlands","Renewable energies",68975
"1645","2005","Netherlands","Solid fuels",-205022
"1646","2005","Netherlands","Total petroleum products",-3783447
"1647","2005","Netherlands","Waste (non-renewable)",30062
"1648","2005","Norway","All products",887389
"1649","2005","Norway","Derived heat",0
"1650","2005","Norway","Electrical energy",-56502
"1651","2005","Norway","Gas",170462
"1652","2005","Norway","Nuclear heat",NA
"1653","2005","Norway","Renewable energies",542415
"1654","2005","Norway","Solid fuels",2856
"1655","2005","Norway","Total petroleum products",223856
"1656","2005","Norway","Waste (non-renewable)",4303
"1657","2005","Poland","All products",2370192
"1658","2005","Poland","Derived heat",0
"1659","2005","Poland","Electrical energy",-58277
"1660","2005","Poland","Gas",153645
"1661","2005","Poland","Nuclear heat",NA
"1662","2005","Poland","Renewable energies",187841
"1663","2005","Poland","Solid fuels",2196312
"1664","2005","Poland","Total petroleum products",-115879
"1665","2005","Poland","Waste (non-renewable)",6550
"1666","2005","Portugal","All products",-957
"1667","2005","Portugal","Derived heat",0
"1668","2005","Portugal","Electrical energy",-10088
"1669","2005","Portugal","Gas",-5958
"1670","2005","Portugal","Nuclear heat",NA
"1671","2005","Portugal","Renewable energies",145477
"1672","2005","Portugal","Solid fuels",5186
"1673","2005","Portugal","Total petroleum products",-141438
"1674","2005","Portugal","Waste (non-renewable)",5864
"1675","2005","Romania","All products",920115
"1676","2005","Romania","Derived heat",0
"1677","2005","Romania","Electrical energy",-18807
"1678","2005","Romania","Gas",407494
"1679","2005","Romania","Nuclear heat",NA
"1680","2005","Romania","Renewable energies",206842
"1681","2005","Romania","Solid fuels",243900
"1682","2005","Romania","Total petroleum products",17117
"1683","2005","Romania","Waste (non-renewable)",3574
"1684","2005","Slovakia","All products",61686
"1685","2005","Slovakia","Derived heat",0
"1686","2005","Slovakia","Electrical energy",-40572
"1687","2005","Slovakia","Gas",-6810
"1688","2005","Slovakia","Nuclear heat",NA
"1689","2005","Slovakia","Renewable energies",33551
"1690","2005","Slovakia","Solid fuels",13974
"1691","2005","Slovakia","Total petroleum products",-134249
"1692","2005","Slovakia","Waste (non-renewable)",2107
"1693","2005","Slovenia","All products",100887
"1694","2005","Slovenia","Derived heat",0
"1695","2005","Slovenia","Electrical energy",-34801
"1696","2005","Slovenia","Gas",144
"1697","2005","Slovenia","Nuclear heat",NA
"1698","2005","Slovenia","Renewable energies",32400
"1699","2005","Slovenia","Solid fuels",50512
"1700","2005","Slovenia","Total petroleum products",-11457
"1701","2005","Slovenia","Waste (non-renewable)",542
"1702","2005","Spain","All products",441461
"1703","2005","Spain","Derived heat",0
"1704","2005","Spain","Electrical energy",-41598
"1705","2005","Spain","Gas",-15192
"1706","2005","Spain","Nuclear heat",NA
"1707","2005","Spain","Renewable energies",351597
"1708","2005","Spain","Solid fuels",240009
"1709","2005","Spain","Total petroleum products",-722699
"1710","2005","Spain","Waste (non-renewable)",7924
"1711","2005","Sweden","All products",796300
"1712","2005","Sweden","Derived heat",0
"1713","2005","Sweden","Electrical energy",-79085
"1714","2005","Sweden","Gas",1825
"1715","2005","Sweden","Nuclear heat",NA
"1716","2005","Sweden","Renewable energies",620717
"1717","2005","Sweden","Solid fuels",1930
"1718","2005","Sweden","Total petroleum products",-550946
"1719","2005","Sweden","Waste (non-renewable)",20188
"1720","2005","United Kingdom","All products",4534646
"1721","2005","United Kingdom","Derived heat",0
"1722","2005","United Kingdom","Electrical energy",-10220
"1723","2005","United Kingdom","Gas",3016854
"1724","2005","United Kingdom","Nuclear heat",NA
"1725","2005","United Kingdom","Renewable energies",145968
"1726","2005","United Kingdom","Solid fuels",426030
"1727","2005","United Kingdom","Total petroleum products",47088
"1728","2005","United Kingdom","Waste (non-renewable)",27452
"1729","2006","Austria","All products",160612
"1730","2006","Austria","Derived heat",0
"1731","2006","Austria","Electrical energy",-51865
"1732","2006","Austria","Gas",-51797
"1733","2006","Austria","Nuclear heat",NA
"1734","2006","Austria","Renewable energies",277095
"1735","2006","Austria","Solid fuels",13012
