"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value"
"2002","Malta","Terajoule","Derived heat","Exports","0"
"2002","Malta","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Malta","Terajoule","Renewable energies","Imports","0"
"2002","Malta","Terajoule","Renewable energies","Exports","0"
"2002","Malta","Terajoule","Renewable energies","Gross inland consumption","10"
"2002","Malta","Terajoule","Electrical energy","Imports","0"
"2002","Malta","Terajoule","Electrical energy","Exports","0"
"2002","Malta","Terajoule","Electrical energy","Gross inland consumption","0"
"2002","Malta","Terajoule","Industrial wastes","Imports","0"
"2002","Malta","Terajoule","Industrial wastes","Exports","0"
"2002","Malta","Terajoule","Industrial wastes","Gross inland consumption","0"
"2002","Malta","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Malta","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Malta","Terajoule","Waste (non-renewable)","Gross inland consumption","0"
"2002","Netherlands","Terajoule","All products","Imports","5 886 751"
"2002","Netherlands","Terajoule","All products","Exports","4 506 492"
"2002","Netherlands","Terajoule","All products","Gross inland consumption","3 397 772"
"2002","Netherlands","Terajoule","Solid fuels","Imports","575 905"
"2002","Netherlands","Terajoule","Solid fuels","Exports","237 812"
"2002","Netherlands","Terajoule","Solid fuels","Gross inland consumption","348 173"
"2002","Netherlands","Terajoule","Total petroleum products","Imports","4 427 480"
"2002","Netherlands","Terajoule","Total petroleum products","Exports","2 665 614"
"2002","Netherlands","Terajoule","Total petroleum products","Gross inland consumption","1 357 813"
"2002","Netherlands","Terajoule","Gas","Imports","802 820"
"2002","Netherlands","Terajoule","Gas","Exports","1 575 253"
"2002","Netherlands","Terajoule","Gas","Gross inland consumption","1 499 040"
"2002","Netherlands","Terajoule","Nuclear heat","Imports",":"
"2002","Netherlands","Terajoule","Nuclear heat","Exports",":"
"2002","Netherlands","Terajoule","Nuclear heat","Gross inland consumption","42 282"
"2002","Netherlands","Terajoule","Derived heat","Imports","0"
"2002","Netherlands","Terajoule","Derived heat","Exports","0"
"2002","Netherlands","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Netherlands","Terajoule","Renewable energies","Imports","5 415"
"2002","Netherlands","Terajoule","Renewable energies","Exports","11 656"
"2002","Netherlands","Terajoule","Renewable energies","Gross inland consumption","65 425"
"2002","Netherlands","Terajoule","Electrical energy","Imports","75 132"
"2002","Netherlands","Terajoule","Electrical energy","Exports","16 157"
"2002","Netherlands","Terajoule","Electrical energy","Gross inland consumption","58 975"
"2002","Netherlands","Terajoule","Industrial wastes","Imports","0"
"2002","Netherlands","Terajoule","Industrial wastes","Exports","0"
"2002","Netherlands","Terajoule","Industrial wastes","Gross inland consumption","0"
"2002","Netherlands","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Netherlands","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Netherlands","Terajoule","Waste (non-renewable)","Gross inland consumption","26 063"
"2002","Austria","Terajoule","All products","Imports","1 025 097"
"2002","Austria","Terajoule","All products","Exports","147 955"
"2002","Austria","Terajoule","All products","Gross inland consumption","1 290 543"
"2002","Austria","Terajoule","Solid fuels","Imports","147 026"
"2002","Austria","Terajoule","Solid fuels","Exports","1 037"
"2002","Austria","Terajoule","Solid fuels","Gross inland consumption","159 082"
"2002","Austria","Terajoule","Total petroleum products","Imports","581 037"
"2002","Austria","Terajoule","Total petroleum products","Exports","62 170"
"2002","Austria","Terajoule","Total petroleum products","Gross inland consumption","551 878"
"2002","Austria","Terajoule","Gas","Imports","234 796"
"2002","Austria","Terajoule","Gas","Exports","24 680"
"2002","Austria","Terajoule","Gas","Gross inland consumption","290 862"
"2002","Austria","Terajoule","Nuclear heat","Imports",":"
"2002","Austria","Terajoule","Nuclear heat","Exports",":"
"2002","Austria","Terajoule","Nuclear heat","Gross inland consumption","0"
"2002","Austria","Terajoule","Derived heat","Imports","0"
"2002","Austria","Terajoule","Derived heat","Exports","0"
"2002","Austria","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Austria","Terajoule","Renewable energies","Imports","6 887"
"2002","Austria","Terajoule","Renewable energies","Exports","7 234"
"2002","Austria","Terajoule","Renewable energies","Gross inland consumption","271 398"
"2002","Austria","Terajoule","Electrical energy","Imports","55 350"
"2002","Austria","Terajoule","Electrical energy","Exports","52 834"
"2002","Austria","Terajoule","Electrical energy","Gross inland consumption","2 516"
"2002","Austria","Terajoule","Industrial wastes","Imports","0"
"2002","Austria","Terajoule","Industrial wastes","Exports","0"
"2002","Austria","Terajoule","Industrial wastes","Gross inland consumption","11 744"
"2002","Austria","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Austria","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Austria","Terajoule","Waste (non-renewable)","Gross inland consumption","14 806"
"2002","Poland","Terajoule","All products","Imports","1 285 980"
"2002","Poland","Terajoule","All products","Exports","891 674"
"2002","Poland","Terajoule","All products","Gross inland consumption","3 694 251"
"2002","Poland","Terajoule","Solid fuels","Imports","74 491"
"2002","Poland","Terajoule","Solid fuels","Exports","729 804"
"2002","Poland","Terajoule","Solid fuels","Gross inland consumption","2 295 917"
"2002","Poland","Terajoule","Total petroleum products","Imports","914 249"
"2002","Poland","Terajoule","Total petroleum products","Exports","118 891"
"2002","Poland","Terajoule","Total petroleum products","Gross inland consumption","821 757"
"2002","Poland","Terajoule","Gas","Imports","281 151"
"2002","Poland","Terajoule","Gas","Exports","1 444"
"2002","Poland","Terajoule","Gas","Gross inland consumption","423 560"
"2002","Poland","Terajoule","Nuclear heat","Imports",":"
"2002","Poland","Terajoule","Nuclear heat","Exports",":"
"2002","Poland","Terajoule","Nuclear heat","Gross inland consumption","0"
"2002","Poland","Terajoule","Derived heat","Imports","0"
"2002","Poland","Terajoule","Derived heat","Exports","0"
"2002","Poland","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Poland","Terajoule","Renewable energies","Imports","0"
"2002","Poland","Terajoule","Renewable energies","Exports","0"
"2002","Poland","Terajoule","Renewable energies","Gross inland consumption","173 425"
"2002","Poland","Terajoule","Electrical energy","Imports","16 088"
"2002","Poland","Terajoule","Electrical energy","Exports","41 533"
"2002","Poland","Terajoule","Electrical energy","Gross inland consumption","-25 445"
"2002","Poland","Terajoule","Industrial wastes","Imports","0"
"2002","Poland","Terajoule","Industrial wastes","Exports","0"
"2002","Poland","Terajoule","Industrial wastes","Gross inland consumption","5 028"
"2002","Poland","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Poland","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Poland","Terajoule","Waste (non-renewable)","Gross inland consumption","5 037"
"2002","Portugal","Terajoule","All products","Imports","1 023 613"
"2002","Portugal","Terajoule","All products","Exports","70 779"
"2002","Portugal","Terajoule","All products","Gross inland consumption","1 112 370"
"2002","Portugal","Terajoule","Solid fuels","Imports","145 435"
"2002","Portugal","Terajoule","Solid fuels","Exports","0"
"2002","Portugal","Terajoule","Solid fuels","Gross inland consumption","145 518"
"2002","Portugal","Terajoule","Total petroleum products","Imports","744 831"
"2002","Portugal","Terajoule","Total petroleum products","Exports","58 431"
"2002","Portugal","Terajoule","Total petroleum products","Gross inland consumption","693 217"
"2002","Portugal","Terajoule","Gas","Imports","114 162"
"2002","Portugal","Terajoule","Gas","Exports","0"
"2002","Portugal","Terajoule","Gas","Gross inland consumption","114 272"
"2002","Portugal","Terajoule","Nuclear heat","Imports",":"
"2002","Portugal","Terajoule","Nuclear heat","Exports",":"
"2002","Portugal","Terajoule","Nuclear heat","Gross inland consumption","0"
"2002","Portugal","Terajoule","Derived heat","Imports","0"
"2002","Portugal","Terajoule","Derived heat","Exports","0"
"2002","Portugal","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Portugal","Terajoule","Renewable energies","Imports","0"
"2002","Portugal","Terajoule","Renewable energies","Exports","0"
"2002","Portugal","Terajoule","Renewable energies","Gross inland consumption","148 710"
"2002","Portugal","Terajoule","Electrical energy","Imports","19 184"
"2002","Portugal","Terajoule","Electrical energy","Exports","12 348"
"2002","Portugal","Terajoule","Electrical energy","Gross inland consumption","6 836"
"2002","Portugal","Terajoule","Industrial wastes","Imports","0"
"2002","Portugal","Terajoule","Industrial wastes","Exports","0"
"2002","Portugal","Terajoule","Industrial wastes","Gross inland consumption","0"
"2002","Portugal","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Portugal","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Portugal","Terajoule","Waste (non-renewable)","Gross inland consumption","3 816"
"2002","Romania","Terajoule","All products","Imports","587 426"
"2002","Romania","Terajoule","All products","Exports","199 431"
"2002","Romania","Terajoule","All products","Gross inland consumption","1 609 411"
"2002","Romania","Terajoule","Solid fuels","Imports","116 262"
"2002","Romania","Terajoule","Solid fuels","Exports","0"
"2002","Romania","Terajoule","Solid fuels","Gross inland consumption","369 227"
"2002","Romania","Terajoule","Total petroleum products","Imports","338 553"
"2002","Romania","Terajoule","Total petroleum products","Exports","187 587"
"2002","Romania","Terajoule","Total petroleum products","Gross inland consumption","458 652"
"2002","Romania","Terajoule","Gas","Imports","131 041"
"2002","Romania","Terajoule","Gas","Exports","0"
"2002","Romania","Terajoule","Gas","Gross inland consumption","570 608"
"2002","Romania","Terajoule","Nuclear heat","Imports",":"
"2002","Romania","Terajoule","Nuclear heat","Exports",":"
"2002","Romania","Terajoule","Nuclear heat","Gross inland consumption","59 540"
"2002","Romania","Terajoule","Derived heat","Imports","0"
"2002","Romania","Terajoule","Derived heat","Exports","0"
"2002","Romania","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Romania","Terajoule","Renewable energies","Imports","0"
"2002","Romania","Terajoule","Renewable energies","Exports","0"
"2002","Romania","Terajoule","Renewable energies","Gross inland consumption","156 973"
"2002","Romania","Terajoule","Electrical energy","Imports","1 570"
"2002","Romania","Terajoule","Electrical energy","Exports","11 844"
"2002","Romania","Terajoule","Electrical energy","Gross inland consumption","-10 274"
"2002","Romania","Terajoule","Industrial wastes","Imports","0"
"2002","Romania","Terajoule","Industrial wastes","Exports","0"
"2002","Romania","Terajoule","Industrial wastes","Gross inland consumption","4 685"
"2002","Romania","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Romania","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Romania","Terajoule","Waste (non-renewable)","Gross inland consumption","4 685"
"2002","Slovenia","Terajoule","All products","Imports","168 368"
"2002","Slovenia","Terajoule","All products","Exports","22 757"
"2002","Slovenia","Terajoule","All products","Gross inland consumption","287 541"
"2002","Slovenia","Terajoule","Solid fuels","Imports","12 778"
"2002","Slovenia","Terajoule","Solid fuels","Exports","11"
"2002","Slovenia","Terajoule","Solid fuels","Gross inland consumption","65 550"
"2002","Slovenia","Terajoule","Total petroleum products","Imports","107 824"
"2002","Slovenia","Terajoule","Total petroleum products","Exports","5 006"
"2002","Slovenia","Terajoule","Total petroleum products","Gross inland consumption","102 096"
"2002","Slovenia","Terajoule","Gas","Imports","34 108"
"2002","Slovenia","Terajoule","Gas","Exports","0"
"2002","Slovenia","Terajoule","Gas","Gross inland consumption","34 324"
"2002","Slovenia","Terajoule","Nuclear heat","Imports",":"
"2002","Slovenia","Terajoule","Nuclear heat","Exports",":"
"2002","Slovenia","Terajoule","Nuclear heat","Gross inland consumption","59 702"
"2002","Slovenia","Terajoule","Derived heat","Imports","0"
"2002","Slovenia","Terajoule","Derived heat","Exports","0"
"2002","Slovenia","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Slovenia","Terajoule","Renewable energies","Imports","0"
"2002","Slovenia","Terajoule","Renewable energies","Exports","0"
"2002","Slovenia","Terajoule","Renewable energies","Gross inland consumption","29 948"
"2002","Slovenia","Terajoule","Electrical energy","Imports","13 658"
"2002","Slovenia","Terajoule","Electrical energy","Exports","17 741"
"2002","Slovenia","Terajoule","Electrical energy","Gross inland consumption","-4 082"
"2002","Slovenia","Terajoule","Industrial wastes","Imports","0"
"2002","Slovenia","Terajoule","Industrial wastes","Exports","0"
"2002","Slovenia","Terajoule","Industrial wastes","Gross inland consumption","3"
"2002","Slovenia","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Slovenia","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Slovenia","Terajoule","Waste (non-renewable)","Gross inland consumption","3"
"2002","Slovakia","Terajoule","All products","Imports","687 555"
"2002","Slovakia","Terajoule","All products","Exports","182 590"
"2002","Slovakia","Terajoule","All products","Gross inland consumption","789 720"
"2002","Slovakia","Terajoule","Solid fuels","Imports","142 542"
"2002","Slovakia","Terajoule","Solid fuels","Exports","4 628"
"2002","Slovakia","Terajoule","Solid fuels","Gross inland consumption","178 901"
"2002","Slovakia","Terajoule","Total petroleum products","Imports","275 024"
"2002","Slovakia","Terajoule","Total petroleum products","Exports","138 837"
"2002","Slovakia","Terajoule","Total petroleum products","Gross inland consumption","151 020"
"2002","Slovakia","Terajoule","Gas","Imports","245 810"
"2002","Slovakia","Terajoule","Gas","Exports","0"
"2002","Slovakia","Terajoule","Gas","Gross inland consumption","245 654"
"2002","Slovakia","Terajoule","Nuclear heat","Imports",":"
"2002","Slovakia","Terajoule","Nuclear heat","Exports",":"
"2002","Slovakia","Terajoule","Nuclear heat","Gross inland consumption","195 801"
"2002","Slovakia","Terajoule","Derived heat","Imports","0"
"2002","Slovakia","Terajoule","Derived heat","Exports","0"
"2002","Slovakia","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Slovakia","Terajoule","Renewable energies","Imports","0"
"2002","Slovakia","Terajoule","Renewable energies","Exports","4"
"2002","Slovakia","Terajoule","Renewable energies","Gross inland consumption","31 208"
"2002","Slovakia","Terajoule","Electrical energy","Imports","24 156"
"2002","Slovakia","Terajoule","Electrical energy","Exports","39 121"
"2002","Slovakia","Terajoule","Electrical energy","Gross inland consumption","-14 965"
"2002","Slovakia","Terajoule","Industrial wastes","Imports","23"
"2002","Slovakia","Terajoule","Industrial wastes","Exports","0"
"2002","Slovakia","Terajoule","Industrial wastes","Gross inland consumption","2 014"
"2002","Slovakia","Terajoule","Waste (non-renewable)","Imports","23"
"2002","Slovakia","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Slovakia","Terajoule","Waste (non-renewable)","Gross inland consumption","2 100"
"2002","Finland","Terajoule","All products","Imports","1 009 062"
"2002","Finland","Terajoule","All products","Exports","234 242"
"2002","Finland","Terajoule","All products","Gross inland consumption","1 464 556"
"2002","Finland","Terajoule","Solid fuels","Imports","166 248"
"2002","Finland","Terajoule","Solid fuels","Exports","1 676"
"2002","Finland","Terajoule","Solid fuels","Gross inland consumption","277 803"
"2002","Finland","Terajoule","Total petroleum products","Imports","639 705"
"2002","Finland","Terajoule","Total petroleum products","Exports","225 387"
"2002","Finland","Terajoule","Total petroleum products","Gross inland consumption","418 451"
"2002","Finland","Terajoule","Gas","Imports","154 605"
"2002","Finland","Terajoule","Gas","Exports","0"
"2002","Finland","Terajoule","Gas","Gross inland consumption","154 605"
"2002","Finland","Terajoule","Nuclear heat","Imports",":"
"2002","Finland","Terajoule","Nuclear heat","Exports",":"
"2002","Finland","Terajoule","Nuclear heat","Gross inland consumption","240 786"
"2002","Finland","Terajoule","Derived heat","Imports","0"
"2002","Finland","Terajoule","Derived heat","Exports","0"
"2002","Finland","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Finland","Terajoule","Renewable energies","Imports","33"
"2002","Finland","Terajoule","Renewable energies","Exports","1 639"
"2002","Finland","Terajoule","Renewable energies","Gross inland consumption","325 978"
"2002","Finland","Terajoule","Electrical energy","Imports","48 470"
"2002","Finland","Terajoule","Electrical energy","Exports","5 540"
"2002","Finland","Terajoule","Electrical energy","Gross inland consumption","42 930"
"2002","Finland","Terajoule","Industrial wastes","Imports","0"
"2002","Finland","Terajoule","Industrial wastes","Exports","0"
"2002","Finland","Terajoule","Industrial wastes","Gross inland consumption","2 687"
"2002","Finland","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Finland","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Finland","Terajoule","Waste (non-renewable)","Gross inland consumption","4 003"
"2002","Sweden","Terajoule","All products","Imports","1 268 587"
"2002","Sweden","Terajoule","All products","Exports","448 743"
"2002","Sweden","Terajoule","All products","Gross inland consumption","2 152 247"
"2002","Sweden","Terajoule","Solid fuels","Imports","100 560"
"2002","Sweden","Terajoule","Solid fuels","Exports","588"
"2002","Sweden","Terajoule","Solid fuels","Gross inland consumption","119 144"
"2002","Sweden","Terajoule","Total petroleum products","Imports","1 058 335"
"2002","Sweden","Terajoule","Total petroleum products","Exports","395 041"
"2002","Sweden","Terajoule","Total petroleum products","Gross inland consumption","675 560"
"2002","Sweden","Terajoule","Gas","Imports","37 295"
"2002","Sweden","Terajoule","Gas","Exports","0"
"2002","Sweden","Terajoule","Gas","Gross inland consumption","39 018"
"2002","Sweden","Terajoule","Nuclear heat","Imports",":"
"2002","Sweden","Terajoule","Nuclear heat","Exports",":"
"2002","Sweden","Terajoule","Nuclear heat","Gross inland consumption","735 599"
"2002","Sweden","Terajoule","Derived heat","Imports","0"
"2002","Sweden","Terajoule","Derived heat","Exports","0"
"2002","Sweden","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Sweden","Terajoule","Renewable energies","Imports","0"
"2002","Sweden","Terajoule","Renewable energies","Exports","0"
"2002","Sweden","Terajoule","Renewable energies","Gross inland consumption","549 447"
"2002","Sweden","Terajoule","Electrical energy","Imports","72 396"
"2002","Sweden","Terajoule","Electrical energy","Exports","53 114"
"2002","Sweden","Terajoule","Electrical energy","Gross inland consumption","19 282"
"2002","Sweden","Terajoule","Industrial wastes","Imports","0"
"2002","Sweden","Terajoule","Industrial wastes","Exports","0"
"2002","Sweden","Terajoule","Industrial wastes","Gross inland consumption","2 133"
"2002","Sweden","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Sweden","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Sweden","Terajoule","Waste (non-renewable)","Gross inland consumption","14 198"
"2002","United Kingdom","Terajoule","All products","Imports","4 096 864"
"2002","United Kingdom","Terajoule","All products","Exports","5 243 290"
"2002","United Kingdom","Terajoule","All products","Gross inland consumption","9 589 155"
"2002","United Kingdom","Terajoule","Solid fuels","Imports","785 172"
"2002","United Kingdom","Terajoule","Solid fuels","Exports","27 637"
"2002","United Kingdom","Terajoule","Solid fuels","Gross inland consumption","1 565 253"
"2002","United Kingdom","Terajoule","Total petroleum products","Imports","3 082 546"
"2002","United Kingdom","Terajoule","Total petroleum products","Exports","4 724 517"
"2002","United Kingdom","Terajoule","Total petroleum products","Gross inland consumption","3 313 039"
"2002","United Kingdom","Terajoule","Gas","Imports","195 992"
"2002","United Kingdom","Terajoule","Gas","Exports","488 371"
"2002","United Kingdom","Terajoule","Gas","Gross inland consumption","3 594 589"
"2002","United Kingdom","Terajoule","Nuclear heat","Imports",":"
"2002","United Kingdom","Terajoule","Nuclear heat","Exports",":"
"2002","United Kingdom","Terajoule","Nuclear heat","Gross inland consumption","948 758"
"2002","United Kingdom","Terajoule","Derived heat","Imports","0"
"2002","United Kingdom","Terajoule","Derived heat","Exports","0"
"2002","United Kingdom","Terajoule","Derived heat","Gross inland consumption","0"
"2002","United Kingdom","Terajoule","Renewable energies","Imports","98"
"2002","United Kingdom","Terajoule","Renewable energies","Exports","0"
"2002","United Kingdom","Terajoule","Renewable energies","Gross inland consumption","105 673"
"2002","United Kingdom","Terajoule","Electrical energy","Imports","33 055"
"2002","United Kingdom","Terajoule","Electrical energy","Exports","2 765"
"2002","United Kingdom","Terajoule","Electrical energy","Gross inland consumption","30 290"
"2002","United Kingdom","Terajoule","Industrial wastes","Imports","0"
"2002","United Kingdom","Terajoule","Industrial wastes","Exports","0"
"2002","United Kingdom","Terajoule","Industrial wastes","Gross inland consumption","19 293"
"2002","United Kingdom","Terajoule","Waste (non-renewable)","Imports","0"
"2002","United Kingdom","Terajoule","Waste (non-renewable)","Exports","0"
"2002","United Kingdom","Terajoule","Waste (non-renewable)","Gross inland consumption","31 551"
"2002","Iceland","Terajoule","All products","Imports","40 802"
"2002","Iceland","Terajoule","All products","Exports","0"
"2002","Iceland","Terajoule","All products","Gross inland consumption","139 026"
"2002","Iceland","Terajoule","Solid fuels","Imports","4 117"
"2002","Iceland","Terajoule","Solid fuels","Exports","0"
"2002","Iceland","Terajoule","Solid fuels","Gross inland consumption","4 117"
"2002","Iceland","Terajoule","Total petroleum products","Imports","36 685"
"2002","Iceland","Terajoule","Total petroleum products","Exports","0"
"2002","Iceland","Terajoule","Total petroleum products","Gross inland consumption","34 860"
"2002","Iceland","Terajoule","Gas","Imports",":"
"2002","Iceland","Terajoule","Gas","Exports",":"
"2002","Iceland","Terajoule","Gas","Gross inland consumption","0"
"2002","Iceland","Terajoule","Nuclear heat","Imports",":"
"2002","Iceland","Terajoule","Nuclear heat","Exports",":"
"2002","Iceland","Terajoule","Nuclear heat","Gross inland consumption","0"
"2002","Iceland","Terajoule","Derived heat","Imports","0"
"2002","Iceland","Terajoule","Derived heat","Exports","0"
"2002","Iceland","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Iceland","Terajoule","Renewable energies","Imports","0"
"2002","Iceland","Terajoule","Renewable energies","Exports","0"
"2002","Iceland","Terajoule","Renewable energies","Gross inland consumption","100 014"
"2002","Iceland","Terajoule","Electrical energy","Imports","0"
"2002","Iceland","Terajoule","Electrical energy","Exports","0"
"2002","Iceland","Terajoule","Electrical energy","Gross inland consumption","0"
"2002","Iceland","Terajoule","Industrial wastes","Imports","0"
"2002","Iceland","Terajoule","Industrial wastes","Exports","0"
"2002","Iceland","Terajoule","Industrial wastes","Gross inland consumption","0"
"2002","Iceland","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Iceland","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Iceland","Terajoule","Waste (non-renewable)","Gross inland consumption","35"
"2002","Norway","Terajoule","All products","Imports","229 245"
"2002","Norway","Terajoule","All products","Exports","8 966 090"
"2002","Norway","Terajoule","All products","Gross inland consumption","1 060 039"
"2002","Norway","Terajoule","Solid fuels","Imports","28 922"
"2002","Norway","Terajoule","Solid fuels","Exports","57 605"
"2002","Norway","Terajoule","Solid fuels","Gross inland consumption","34 044"
"2002","Norway","Terajoule","Total petroleum products","Imports","179 892"
"2002","Norway","Terajoule","Total petroleum products","Exports","6 521 077"
"2002","Norway","Terajoule","Total petroleum products","Gross inland consumption","361 904"
"2002","Norway","Terajoule","Gas","Imports","0"
"2002","Norway","Terajoule","Gas","Exports","2 333 237"
"2002","Norway","Terajoule","Gas","Gross inland consumption","179 631"
"2002","Norway","Terajoule","Nuclear heat","Imports",":"
"2002","Norway","Terajoule","Nuclear heat","Exports",":"
"2002","Norway","Terajoule","Nuclear heat","Gross inland consumption","0"
"2002","Norway","Terajoule","Derived heat","Imports","0"
"2002","Norway","Terajoule","Derived heat","Exports","0"
"2002","Norway","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Norway","Terajoule","Renewable energies","Imports","1 225"
"2002","Norway","Terajoule","Renewable energies","Exports","5"
"2002","Norway","Terajoule","Renewable energies","Gross inland consumption","516 261"
"2002","Norway","Terajoule","Electrical energy","Imports","19 206"
"2002","Norway","Terajoule","Electrical energy","Exports","54 166"
"2002","Norway","Terajoule","Electrical energy","Gross inland consumption","-34 960"
"2002","Norway","Terajoule","Industrial wastes","Imports","0"
"2002","Norway","Terajoule","Industrial wastes","Exports","0"
"2002","Norway","Terajoule","Industrial wastes","Gross inland consumption","326"
"2002","Norway","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Norway","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Norway","Terajoule","Waste (non-renewable)","Gross inland consumption","3 159"
"2002","Montenegro","Terajoule","All products","Imports","0"
"2002","Montenegro","Terajoule","All products","Exports","0"
"2002","Montenegro","Terajoule","All products","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Solid fuels","Imports","0"
"2002","Montenegro","Terajoule","Solid fuels","Exports","0"
"2002","Montenegro","Terajoule","Solid fuels","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Total petroleum products","Imports",":"
"2002","Montenegro","Terajoule","Total petroleum products","Exports",":"
"2002","Montenegro","Terajoule","Total petroleum products","Gross inland consumption",":"
"2002","Montenegro","Terajoule","Gas","Imports","0"
"2002","Montenegro","Terajoule","Gas","Exports","0"
"2002","Montenegro","Terajoule","Gas","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Nuclear heat","Imports",":"
"2002","Montenegro","Terajoule","Nuclear heat","Exports",":"
"2002","Montenegro","Terajoule","Nuclear heat","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Derived heat","Imports","0"
"2002","Montenegro","Terajoule","Derived heat","Exports","0"
"2002","Montenegro","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Renewable energies","Imports","0"
"2002","Montenegro","Terajoule","Renewable energies","Exports","0"
"2002","Montenegro","Terajoule","Renewable energies","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Electrical energy","Imports","0"
"2002","Montenegro","Terajoule","Electrical energy","Exports","0"
"2002","Montenegro","Terajoule","Electrical energy","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Industrial wastes","Imports","0"
"2002","Montenegro","Terajoule","Industrial wastes","Exports","0"
"2002","Montenegro","Terajoule","Industrial wastes","Gross inland consumption","0"
"2002","Montenegro","Terajoule","Waste (non-renewable)","Imports","0"
"2002","Montenegro","Terajoule","Waste (non-renewable)","Exports","0"
"2002","Montenegro","Terajoule","Waste (non-renewable)","Gross inland consumption","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","All products","Imports","53 732"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","All products","Exports","5 377"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","All products","Gross inland consumption","105 838"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Solid fuels","Imports","2 944"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Solid fuels","Exports","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Solid fuels","Gross inland consumption","54 266"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Total petroleum products","Imports","44 684"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Total petroleum products","Exports","5 377"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Total petroleum products","Gross inland consumption","36 187"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Gas","Imports","3 129"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Gas","Exports","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Gas","Gross inland consumption","3 118"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Nuclear heat","Imports",":"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Nuclear heat","Exports",":"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Nuclear heat","Gross inland consumption","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Derived heat","Imports","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Derived heat","Exports","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Derived heat","Gross inland consumption","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Renewable energies","Imports","127"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Renewable energies","Exports","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Renewable energies","Gross inland consumption","9 420"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Electrical energy","Imports","2 848"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Electrical energy","Exports","0"
"2002","Former Yugoslav Republic of Macedonia, the","Terajoule","Electrical energy","Gross inland consumption","2 848"
